,Unnamed: 0,Duration_Average ,Duration_Std,Duration_Var,Src Pt_Average,Src Pt_Std,Src Pt_Var,Dst Pt_Average,Dst Pt_Std,Dst Pt_Var,Packets_Average,Packets_Std,Packets_Var,Bytes_Average,Bytes_Std,Bytes_Var,class
3076,0:25:38,16.17575,[28.33005757],[802.59216194],21960.25,[22901.42841888],[5.24475424e+08],21960.25,[22901.42841888],[5.24475424e+08],13.28125,[8.50453693],[72.32714844],2052.71875,[1561.80234894],[2439226.57714844],suspicious
3078,0:25:39,14.65785714,[20.62488071],[425.38570412],16758.78571,[19384.27740345],[3.7575021e+08],16758.78571,[19384.27740345],[3.7575021e+08],10.28571429,[9.48252959],[89.91836735],1634.357143,[1655.75898035],[2741537.80102041],suspicious
3080,0:25:40,0.0758125,[0.10802647],[0.01166972],32723.23346,[24936.05380722],[6.21806779e+08],32723.23346,[24936.05380722],[6.21806779e+08],6.492647059,[0.51444321],[0.26465182],589.6819853,[69.66218359],[4852.81982253],normal
3082,0:25:41,0.056039855,[0.01248398],[0.00015585],32762.75181,[24987.78040881],[6.2438917e+08],32762.75181,[24987.78040881],[6.2438917e+08],6.492753623,[0.51423754],[0.26444024],591.3442029,[68.63580901],[4710.87427799],normal
3084,0:25:42,0.05360181,[0.02144117],[0.00045972],32785.94344,[25023.26627639],[6.26163855e+08],32785.94344,[25023.26627639],[6.26163855e+08],6.488687783,[0.53906958],[0.29059602],625.5678733,[16.26049705],[264.40376426],normal
3086,0:25:43,0.055153846,[0.00777418],[6.04378698e-05],32438.21154,[24550.66992376],[6.02735394e+08],32438.21154,[24550.66992376],[6.02735394e+08],6.461538462,[0.60324566],[0.36390533],624.8461538,[19.20775546],[368.93786982],normal
3088,0:25:44,11.57021053,[20.5976665],[424.26386522],23285.92105,[24335.87249999],[5.9223469e+08],23285.92105,[24335.87249999],[5.9223469e+08],11.68421053,[8.40771971],[70.68975069],1896.210526,[1663.06125719],[2765772.74515235],suspicious
3090,0:25:45,4.5714,[5.30568164],[28.15025764],20425,[22374.05080445],[5.00598149e+08],20425,[22374.05080445],[5.00598149e+08],7.875,[8.1737002],[66.809375],1197.85,[1465.92528033],[2148936.9275],suspicious
3092,0:25:46,7.366083333,[6.33173505],[40.09086874],17541.125,[20271.99991226],[4.1095398e+08],17541.125,[20271.99991226],[4.1095398e+08],12.70833333,[8.59980216],[73.95659722],1887.041667,[1410.08384736],[1988336.45659722],suspicious
3094,0:25:47,19.12145455,[25.69287256],[660.12370052],20299.38636,[23107.91938848],[5.33975938e+08],20299.38636,[23107.91938848],[5.33975938e+08],14.04545455,[8.3228998],[69.27066116],2239.113636,[1649.64225069],[2721319.55526859],suspicious
3096,0:25:48,10.83946154,[11.18408372],[125.08372871],18048.42308,[21646.70940026],[4.68580028e+08],17033.83077,[21810.82365675],[4.75712029e+08],11.65384615,[12.25040755],[150.07248521],1588.192308,[1815.90670336],[3297517.15532544],suspicious
3098,0:25:49,17.28625,[23.93048035],[572.66788994],17848.25,[19659.10771913],[3.86480516e+08],17848.25,[19659.10771913],[3.86480516e+08],12.6875,[7.43907546],[55.33984375],2312.5625,[2056.41012959],[4228822.62109375],suspicious
3100,0:25:50,7.569307692,[8.87808044],[78.82031237],19323,[23484.1430495],[5.51504975e+08],19323,[23484.1430495],[5.51504975e+08],10.03846154,[8.4965186],[72.1908284],1439.384615,[1368.98443765],[1874118.39053254],suspicious
3102,0:25:51,18.19713333,[28.39925478],[806.51767212],19221.06667,[22801.11105032],[5.19890665e+08],19535.41,[22820.59635201],[5.20779618e+08],15.4,[9.33666607],[87.17333333],2371.233333,[1765.19705573],[3115920.64555556],suspicious
3104,0:25:52,10.27303704,[10.47861505],[109.80137329],16439.88889,[22212.43527985],[4.93392281e+08],16440.01111,[22212.34482918],[4.93388263e+08],11.77777778,[9.85950691],[97.20987654],1751.925926,[1688.95220479],[2852559.55006859],suspicious
3106,0:25:53,11.565625,[8.20076726],[67.25258373],15901.1875,[19879.57434535],[3.95197476e+08],15901.1875,[19879.57434535],[3.95197476e+08],10.8125,[6.62588437],[43.90234375],1638.625,[1220.81304235],[1490384.484375],suspicious
3108,0:25:54,8.626615385,[7.20422802],[51.90090139],19882.55769,[23776.56588907],[5.65325085e+08],18716.99231,[23189.56230239],[5.377558e+08],14.09615385,[9.3690563],[87.77921598],2052.5,[1407.70952123],[1981646.09615385],suspicious
3110,0:25:55,7.885538462,[8.59183532],[73.81963409],19283.84615,[22942.12572757],[5.26341133e+08],17967.48462,[23028.83538696],[5.30327259e+08],12.30769231,[10.95012901],[119.90532544],1747.769231,[1605.93864975],[2579038.94674556],suspicious
3112,0:25:56,11.59883333,[18.13144378],[328.74925347],19771.69444,[21821.6500545],[4.76184411e+08],19771.69444,[21821.6500545],[4.76184411e+08],11.41666667,[8.81720225],[77.74305556],1970.611111,[1984.52197264],[3938327.45987654],suspicious
3114,0:25:57,15.26309375,[29.65933626],[879.67622733],20068.34375,[22196.35404691],[4.92678133e+08],29342.50938,[26428.67989892],[6.98475121e+08],11.5,[9.89317947],[97.875],1661.28125,[1430.36752782],[2045951.26464844],suspicious
3116,0:25:58,11.68011111,[8.54929053],[73.09036854],19688.80556,[24951.66328882],[6.22585501e+08],19339.675,[24462.8265436],[5.98429883e+08],13.83333333,[9.03234927],[81.58333333],2192.555556,[1610.41672392],[2593442.02469136],suspicious
3118,0:25:59,7.4871,[3.37088945],[11.36289569],22887,[25104.45542727],[6.30233682e+08],22887,[25104.45542727],[6.30233682e+08],11.45,[6.1112601],[37.3475],1823.95,[1398.19814315],[1954958.0475],suspicious
3120,0:26:00,10.0155,[5.93589422],[35.23484025],18515.9375,[23078.48236309],[5.32616348e+08],18515.9375,[23078.48236309],[5.32616348e+08],11.375,[4.89738451],[23.984375],2216.375,[1322.54262101],[1749118.984375],suspicious
3122,0:26:01,17.13678571,[35.52664946],[1262.14282203],14139.42857,[20510.92265012],[4.20697948e+08],14139.42857,[20510.92265012],[4.20697948e+08],11.71428571,[8.97956865],[80.63265306],1700.607143,[1455.56376754],[2118665.88137755],suspicious
3124,0:26:02,4.794272727,[5.40881997],[29.25533347],15788.45455,[19055.6199864],[3.63116653e+08],15786.20909,[19056.8025168],[3.63161722e+08],7.590909091,[7.74983338],[60.05991736],1136.909091,[1191.94046942],[1420722.08264463],suspicious
3126,0:26:03,15.16193333,[30.05144118],[903.08911726],19736.16667,[23315.06734293],[5.43592365e+08],19736.16667,[23315.06734293],[5.43592365e+08],11.7,[8.21441822],[67.47666667],1633.466667,[1349.25764116],[1820496.18222222],suspicious
3128,0:26:04,14.69756,[22.36445299],[500.16875761],19438.12,[22480.98869413],[5.05394853e+08],19438.12,[22480.98869413],[5.05394853e+08],15.16,[7.16480286],[51.3344],2329.68,[1247.30542274],[1555770.8176],suspicious
3130,0:26:05,19.3215,[30.21036209],[912.66597754],17562.71429,[22839.8567669],[5.21659057e+08],17562.71429,[22839.8567669],[5.21659057e+08],11.39285714,[10.66817459],[113.80994898],1892.928571,[2404.67973705],[5782484.6377551],suspicious
3132,0:26:06,21.22216667,[36.20457446],[1310.77121169],17107.55556,[21249.62185081],[4.51546429e+08],17380.82222,[21647.93657119],[4.68633158e+08],10,[8.15815883],[66.55555556],1756.944444,[1968.70515744],[3875799.99691358],suspicious
3134,0:26:07,9.6116,[18.09349582],[327.37459091],16943,[20433.78235994],[4.17539462e+08],16942.71,[20433.85746465],[4.17542531e+08],8.1,[7.7],[59.29],1237.233333,[1382.09465868],[1910185.64555556],suspicious
3136,0:26:08,8.870875,[7.11281556],[50.59214523],21936.65625,[22211.18090992],[4.93336557e+08],21936.65625,[22211.18090992],[4.93336557e+08],12.5,[9.66307405],[93.375],1782.5,[1450.35950285],[2103542.6875],suspicious
3138,0:26:09,30.31286667,[41.94155174],[1759.09376212],17811.26667,[22206.83658236],[4.93143591e+08],15855.11,[21027.51537988],[4.42156403e+08],10.43333333,[7.17720156],[51.51222222],1907.633333,[1872.95900442],[3507975.43222222],suspicious
3140,0:26:10,14.256875,[10.0861033],[101.72947986],17081.5,[21728.4870648],[4.7212715e+08],17081.5,[21728.4870648],[4.7212715e+08],14.875,[10.66463197],[113.734375],2127.875,[1663.52163628],[2767304.234375],suspicious
3142,0:26:11,28.90058824,[34.43298002],[1185.63011318],18736.14706,[22902.34971137],[5.24517622e+08],18736.14706,[22902.34971137],[5.24517622e+08],13.47058824,[9.78965629],[95.83737024],2420.647059,[2028.57770926],[4115127.52249135],suspicious
3144,0:26:12,20.08942857,[32.49302036],[1055.79637224],22198.09524,[24071.45021133],[5.79434715e+08],22198.09524,[24071.45021133],[5.79434715e+08],9.333333333,[8.29706393],[68.84126984],1499.190476,[1720.96410187],[2961717.4399093],suspicious
3146,0:26:13,9.447055556,[6.41440069],[41.14453616],21701.80556,[23841.22420866],[5.68403972e+08],21701.675,[23841.29585339],[5.68407388e+08],15.27777778,[8.60106941],[73.97839506],2218.138889,[1392.30199376],[1938504.84182099],suspicious
3148,0:26:14,21.35954545,[32.40641024],[1050.17542461],18258.36364,[22221.89756963],[4.93812732e+08],18246.24091,[22228.98454313],[4.94127754e+08],11.5,[7.85522409],[61.70454545],2061.181818,[1991.33319061],[3965407.87603306],suspicious
3150,0:26:15,25.109875,[47.30685893],[2237.93890223],19813.9375,[21433.84765088],[4.59409825e+08],19813.9375,[21433.84765088],[4.59409825e+08],12.21875,[8.89077603],[79.04589844],1811.75,[1444.7950763],[2087432.8125],suspicious
3152,0:26:16,17.93625,[26.72863184],[714.41975979],17487.65,[22360.96073132],[5.00012565e+08],17487.65,[22360.96073132],[5.00012565e+08],12.75,[9.84822319],[96.9875],1968.45,[1732.84238969],[3002742.7475],suspicious
3154,0:26:17,24.7315,[35.97592566],[1294.26722745],18562.55,[20729.16123357],[4.29698125e+08],18562.55,[20729.16123357],[4.29698125e+08],11.65,[7.79278512],[60.7275],2007.85,[1595.51688412],[2545674.1275],suspicious
3156,0:26:18,14.95021053,[25.83514894],[667.45492069],19808.65789,[22758.64197488],[5.17955785e+08],20008.08684,[23017.38639869],[5.29800077e+08],11.92105263,[9.40151606],[88.38850416],1785.184211,[1628.29334056],[2651339.20290859],suspicious
3158,0:26:19,13.10863636,[9.71777771],[94.43520369],16170.40909,[18922.3601273],[3.58055713e+08],16170.40909,[18922.3601273],[3.58055713e+08],15.22727273,[10.68955233],[114.26652893],2148.045455,[1698.18832549],[2883843.58884298],suspicious
3160,0:26:20,18.3615625,[31.30764412],[980.16858025],14500.21875,[19600.69383296],[3.84187199e+08],14500.21875,[19600.69383296],[3.84187199e+08],9.84375,[9.00037977],[81.00683594],1715.15625,[1720.61186627],[2960505.19433594],suspicious
3162,0:26:21,23.21753846,[37.01744419],[1370.2911744],16102.42308,[21984.77466194],[4.83330317e+08],16102.42308,[21984.77466194],[4.83330317e+08],11.34615385,[7.79517754],[60.7647929],1768.461538,[1481.64485599],[2195271.47928994],suspicious
3164,0:26:22,9.8849375,[5.81834821],[33.85317593],18613.90625,[22010.05909289],[4.84442701e+08],18613.90625,[22010.05909289],[4.84442701e+08],16.15625,[7.76252768],[60.25683594],2362.46875,[1197.95510622],[1435096.43652344],suspicious
3166,0:26:23,12.5816875,[20.43474912],[417.57897146],21968.21875,[23276.6589953],[5.41802854e+08],21968.21875,[23276.6589953],[5.41802854e+08],11.15625,[7.78664472],[60.63183594],1831.28125,[1437.272748],[2065752.95214844],suspicious
3168,0:26:24,26.41975,[32.84837223],[1079.01555819],19438.66667,[23645.2611314],[5.59098374e+08],19438.66667,[23645.2611314],[5.59098374e+08],8.125,[7.61201079],[57.94270833],1566.5,[2292.6216071],[5256113.83333333],suspicious
3170,0:26:25,12.96384211,[26.0863861],[680.49953961],22016.05263,[24051.33282328],[5.78466611e+08],22016.05263,[24051.33282328],[5.78466611e+08],11.78947368,[8.82328825],[77.85041551],1964.552632,[1853.28362497],[3434660.19459834],suspicious
3172,0:26:26,21.59575,[38.36597429],[1471.94798294],19306.5,[23130.53471604],[5.35021636e+08],19306.5,[23130.53471604],[5.35021636e+08],11.8125,[8.74799084],[76.52734375],2098.8125,[2139.9407766],[4579346.52734375],suspicious
3174,0:26:27,14.309,[20.87088299],[435.59375663],17690.78125,[21540.35442886],[4.63986869e+08],17682.44688,[21545.16227334],[4.64194017e+08],12.75,[9.21954446],[85.],2129.15625,[1994.85016839],[3979427.19433594],suspicious
3176,0:26:28,20.9031,[34.80715955],[1211.53835569],18377.1,[22741.55921413],[5.17178515e+08],18377.1,[22741.55921413],[5.17178515e+08],13.25,[9.77688601],[95.5875],2059.5,[1809.76867306],[3275262.65],suspicious
3178,0:26:29,6.480333333,[6.41367688],[41.13525116],22039.26667,[25056.1742716],[6.27811869e+08],20429.94333,[24745.39237501],[6.12334444e+08],11.66666667,[8.87067579],[78.68888889],1719.266667,[1338.15669071],[1790663.32888889],suspicious
3180,0:26:30,9.660636364,[8.92958966],[79.7375715],19745.5,[22786.15366192],[5.19208799e+08],19745.5,[22786.15366192],[5.19208799e+08],13.90909091,[9.76500752],[95.3553719],1939.772727,[1403.5936971],[1970075.26652893],suspicious
3182,0:26:31,9.532,[6.94479754],[48.23021288],21008.71875,[24329.79129616],[5.91938745e+08],19138.54063,[23554.80226563],[5.5482871e+08],14.90625,[8.6867693],[75.45996094],2246.3125,[1387.68835293],[1925678.96484375],suspicious
3184,0:26:32,14.10742857,[30.37035212],[922.3582881],16654.78571,[20395.82366802],[4.15989623e+08],16655.07143,[20395.59041265],[4.15980108e+08],10.03571429,[9.72655475],[94.60586735],1709.178571,[2104.97765603],[4430930.93239796],suspicious
3186,0:26:33,16.9479375,[29.09477064],[846.50567856],19664.6875,[22557.33366812],[5.08833302e+08],19664.6875,[22557.33366812],[5.08833302e+08],14.09375,[9.30510403],[86.58496094],1949.375,[1410.1624851],[1988558.234375],suspicious
3188,0:26:34,15.16172727,[15.11083849],[228.33744002],20604.81818,[22783.19478682],[5.19073965e+08],20604.81818,[22783.19478682],[5.19073965e+08],14.72727273,[7.05937042],[49.83471074],2143.545455,[1178.18742633],[1388125.61157025],suspicious
3190,0:26:35,0.06775,[0.01064092],[0.00011323],32936.83333,[25203.31821601],[6.35207249e+08],32936.83333,[25203.31821601],[6.35207249e+08],6.5,[0.5],[0.25],589.75,[69.53551251],[4835.1875],normal
3192,0:26:36,0.056428571,[0.0050669],[2.56734694e-05],33224.78571,[25487.53437937],[6.49614409e+08],33224.78571,[25487.53437937],[6.49614409e+08],6.476190476,[0.54502491],[0.29705215],625.4047619,[15.25818988],[232.81235828],normal
3194,0:26:37,25.26038462,[35.2927759],[1245.58003085],21555.76923,[24781.27363448],[6.14111523e+08],20224.47308,[24966.29721296],[6.23315997e+08],15.76923077,[6.45283296],[41.63905325],2658.038462,[1601.88613541],[2566039.1908284],suspicious
3196,0:26:38,12.26941667,[11.08067529],[122.78136491],19963.5,[23736.25268445],[5.63409692e+08],19963.5,[23736.25268445],[5.63409692e+08],13.625,[10.67634652],[113.984375],1848.25,[1564.06610181],[2446302.77083333],suspicious
3198,0:26:39,8.265333333,[6.87181776],[47.22187933],14211.11111,[22058.48444701],[4.86576736e+08],14211.23889,[22058.38939454],[4.86572543e+08],13.22222222,[9.16851833],[84.0617284],1990.055556,[1345.55455202],[1810517.05246914],suspicious
3200,0:26:40,3.568752727,[20.15305146],[406.14548301],32733.82727,[24940.50077942],[6.22028579e+08],32733.82727,[24940.50077942],[6.22028579e+08],6.492727273,[0.5142884],[0.26449256],860.2309091,[494.26899131],[244301.8357719],normal
3202,0:26:41,0.05915625,[0.00918644],[8.43907645e-05],32758.88839,[24989.00457498],[6.2445035e+08],32758.88839,[24989.00457498],[6.2445035e+08],6.477678571,[0.542351],[0.29414461],811.2700893,[465.44828698],[216642.10785535],normal
3204,0:26:42,18.3438,[24.27714541],[589.37978949],15087.56667,[16924.62729414],[2.86443009e+08],15087.56667,[16924.62729414],[2.86443009e+08],17.73333333,[8.75950278],[76.72888889],2517.533333,[1252.71672066],[1569299.18222222],suspicious
3206,0:26:43,13.54035294,[27.74818483],[769.9617614],18804.67647,[23309.62839651],[5.43338776e+08],18804.65588,[23309.61946396],[5.4333836e+08],10.67647059,[8.58768129],[73.7482699],1783.911765,[1658.66880302],[2751182.19809689],suspicious
3208,0:26:44,19.53323077,[37.20885942],[1384.49921925],20208.03846,[22822.70233187],[5.20875742e+08],19069.62692,[22968.68363519],[5.27560428e+08],7.346153846,[8.29709081],[68.84171598],1482.192308,[2407.94713108],[5798209.38609468],suspicious
3210,0:26:45,29.04605,[44.90030829],[2016.03768485],16806.475,[22575.00699556],[5.09630941e+08],15375.8975,[21643.97475942],[4.68461643e+08],11.325,[7.96676691],[63.469375],2042.125,[1923.26841844],[3698961.409375],suspicious
3212,0:26:46,12.7228125,[24.64344293],[607.2992794],20630.125,[22446.81473471],[5.03859492e+08],20630.125,[22446.81473471],[5.03859492e+08],10.3125,[8.50895668],[72.40234375],1783.15625,[1849.84752935],[3421935.88183594],suspicious
3214,0:26:47,28.31,[42.94624043],[1844.3795675],19026.9375,[24072.93564999],[5.79506231e+08],19026.9375,[24072.93564999],[5.79506231e+08],14.5,[9.59166305],[92.],2311.875,[1682.09790422],[2829453.359375],suspicious
3216,0:26:48,21.79689474,[34.81334703],[1211.96913136],16877.28947,[19085.31124204],[3.64249105e+08],16877.28947,[19085.31124204],[3.64249105e+08],11.57894737,[9.38540743],[88.08587258],1604.421053,[1538.73695012],[2367711.40166205],suspicious
3218,0:26:49,5.37592,[6.33934291],[40.18726855],21538.52,[22344.38384762],[4.9927149e+08],20884.372,[22039.92709337],[4.85758386e+08],9.44,[9.49981052],[90.2464],1288.8,[1427.81273282],[2038649.2],suspicious
3220,0:26:50,19.94554545,[32.54333908],[1059.06891879],20710.86364,[23109.93686175],[5.34069182e+08],20710.86364,[23109.93686175],[5.34069182e+08],14.81818182,[6.95201974],[48.33057851],2516.545455,[1719.58022698],[2956956.15702479],suspicious
3222,0:26:51,15.75141667,[27.87909591],[777.24398899],19584.66667,[22015.0756664],[4.84663557e+08],19584.66667,[22015.0756664],[4.84663557e+08],12.33333333,[8.86550744],[78.59722222],1992.9375,[1574.26979642],[2478325.39192708],suspicious
3224,0:26:52,15.67553333,[29.29135423],[857.98343238],19730.06667,[22224.41291003],[4.93924529e+08],19730.06667,[22224.41291003],[4.93924529e+08],12.2,[10.44158353],[109.02666667],1880.433333,[1927.28098078],[3714411.97888889],suspicious
3226,0:26:53,26.87689474,[41.39894779],[1713.8728783],17038.71053,[22128.32401781],[4.89662724e+08],17038.71053,[22128.32401781],[4.89662724e+08],13.55263158,[8.45949286],[71.56301939],2130.868421,[1639.40414675],[2687645.95637119],suspicious
3228,0:26:54,8.6204375,[8.18046012],[66.91992775],16174.28125,[19447.62980455],[3.78210305e+08],16174.28125,[19447.62980455],[3.78210305e+08],11.03125,[9.47854279],[89.84277344],1752.3125,[1733.76123712],[3005928.02734375],suspicious
3230,0:26:55,9.272375,[7.85064913],[61.63269173],17771.3125,[21969.16903503],[4.82644388e+08],17771.3125,[21969.16903503],[4.82644388e+08],13.75,[9.47694571],[89.8125],1990.5,[1391.97014156],[1937580.875],suspicious
3232,0:26:56,7.541444444,[7.19067681],[51.70583302],15985.86111,[20607.63835619],[4.24674759e+08],14763.36944,[20207.08496912],[4.08326283e+08],10.63888889,[8.8542293],[78.39737654],1744.666667,[1583.76673016],[2508317.05555556],suspicious
3234,0:26:57,18.1177,[29.33333812],[860.44472521],16739.6,[21298.29447726],[4.53617348e+08],16739.6,[21298.29447726],[4.53617348e+08],11.65,[8.22967193],[67.7275],1933.8,[1677.52334112],[2814084.56],suspicious
3236,0:26:58,20.59076471,[40.23664264],[1618.98741112],21899.73529,[22777.81314364],[5.18828772e+08],21899.73529,[22777.81314364],[5.18828772e+08],11.11764706,[7.08670962],[50.22145329],1965.470588,[1667.09418265],[2779203.01384083],suspicious
3238,0:26:59,7.106833333,[7.48538655],[56.03101181],19263.97917,[22500.78551822],[5.06285349e+08],19263.97917,[22500.78551822],[5.06285349e+08],10.79166667,[9.42726174],[88.87326389],1626,[1517.86855766],[2303924.95833333],suspicious
